num_vertices,edge_percentage,num_edges,k_percentage,k,vertex_cover,is_vertex_cover,num_operations,num_solutions_tested,time
4,12.5,0,25.0,1,,False,0,1,0.0
4,25.0,1,25.0,1,{2},True,3,1,0.0
4,50.0,3,25.0,1,,False,36621,10000,0.341566801071167
4,75.0,4,25.0,1,,False,42460,10000,0.32668614387512207
5,12.5,1,25.0,1,{2},True,3,1,0.0
5,25.0,2,25.0,1,{1},True,10,3,0.0
5,50.0,5,25.0,1,,False,41889,10000,0.3977816104888916
5,75.0,7,25.0,1,,False,50030,10000,0.43099164962768555
6,12.5,1,25.0,1,{2},True,3,1,0.0
6,25.0,3,25.0,1,,False,36662,10000,0.35707807540893555
6,50.0,7,25.0,1,,False,46939,10000,0.44277191162109375
6,75.0,11,25.0,1,,False,59236,10000,0.49474191665649414
7,12.5,2,25.0,1,{5},True,4,1,0.0
7,25.0,5,25.0,1,,False,43874,10000,0.3866996765136719
7,50.0,10,25.0,1,,False,52148,10000,0.5494568347930908
7,75.0,15,25.0,1,,False,66069,10000,0.5844686031341553
8,12.5,3,25.0,2,"{2, 7}",True,7,1,0.0
8,25.0,7,25.0,2,,False,81791,10000,0.6072866916656494
8,50.0,14,25.0,2,,False,111656,10000,0.7423973083496094
8,75.0,21,25.0,2,,False,141347,10000,0.9241273403167725
9,12.5,4,25.0,2,,False,67510,10000,0.5391840934753418
9,25.0,9,25.0,2,,False,85293,10000,0.6427798271179199
9,50.0,18,25.0,2,,False,121113,10000,0.855689525604248
9,75.0,27,25.0,2,,False,154029,10000,1.1137185096740723
10,12.5,5,25.0,2,,False,66597,10000,0.6746704578399658
10,25.0,11,25.0,2,,False,92400,10000,4.0320985317230225
10,50.0,22,25.0,2,,False,130203,10000,1.1545448303222656
10,75.0,33,25.0,2,,False,166937,10000,1.1428418159484863
11,12.5,6,25.0,2,,False,68479,10000,0.6161086559295654
11,25.0,13,25.0,2,,False,99692,10000,0.9053127765655518
11,50.0,27,25.0,2,,False,146406,10000,1.0402171611785889
11,75.0,41,25.0,2,,False,186205,10000,1.3260178565979004
12,12.5,8,25.0,3,,False,111182,10000,0.8429610729217529
12,25.0,16,25.0,3,,False,151380,10000,1.007601022720337
12,50.0,33,25.0,3,,False,223580,10000,1.3509471416473389
12,75.0,49,25.0,3,,False,288192,10000,1.723789930343628
13,12.5,9,25.0,3,,False,119335,10000,0.8906476497650146
13,25.0,19,25.0,3,,False,163857,10000,1.1249794960021973
13,50.0,39,25.0,3,,False,237014,10000,1.5472757816314697
13,75.0,58,25.0,3,,False,311448,10000,2.0802969932556152
14,12.5,11,25.0,3,,False,121249,10000,1.1319844722747803
14,25.0,22,25.0,3,,False,175457,10000,1.1770362854003906
14,50.0,45,25.0,3,,False,254259,10000,1.7257347106933594
14,75.0,68,25.0,3,,False,335988,10000,2.147507905960083
15,12.5,13,25.0,3,,False,128470,10000,1.0218520164489746
15,25.0,26,25.0,3,,False,175906,10000,1.2635326385498047
