num_vertices,edge_percentage,num_edges,k_percentage,k,vertex_cover,is_vertex_cover,num_operations,num_solutions_tested,time
4,12.5,0,50.0,2,,False,0,1,0.0
4,25.0,1,50.0,2,,False,3,1,0.0
4,50.0,3,50.0,2,"{0, 2}",True,7,1,0.0
4,75.0,4,50.0,2,"{1, 2}",True,8,1,0.0
5,12.5,1,50.0,2,,False,3,1,0.0
5,25.0,2,50.0,2,"{0, 2}",True,6,1,0.0
5,50.0,5,50.0,2,"{1, 4}",True,75,10,0.0
5,75.0,7,50.0,2,,False,91825,10000,0.5677194595336914
6,12.5,1,50.0,3,,False,3,1,0.0
6,25.0,3,50.0,3,"{0, 1, 5}",True,9,1,0.0
6,50.0,7,50.0,3,"{1, 4, 5}",True,85,7,0.0
6,75.0,11,50.0,3,,False,151384,10000,0.9691541194915771
7,12.5,2,50.0,3,,False,4,1,0.0
7,25.0,5,50.0,3,,False,9,1,0.0
7,50.0,10,50.0,3,,False,138343,10000,0.9021623134613037
7,75.0,15,50.0,3,,False,172661,10000,0.929157018661499
8,12.5,3,50.0,4,,False,7,1,0.0
8,25.0,7,50.0,4,"{2, 3, 4, 6}",True,15,1,0.0
8,50.0,14,50.0,4,,False,198220,10000,1.0753448009490967
8,75.0,21,50.0,4,,False,250058,10000,1.2887232303619385
9,12.5,4,50.0,4,,False,10,1,0.0
9,25.0,9,50.0,4,"{0, 1, 4, 6}",True,128,8,0.0013415813446044922
9,50.0,18,50.0,4,,False,219069,10000,1.30629563331604
9,75.0,27,50.0,4,,False,277803,10000,1.4821929931640625
10,12.5,5,50.0,5,,False,13,1,0.0
10,25.0,11,50.0,5,"{2, 3, 5, 6, 8}",True,99,5,0.0
10,50.0,22,50.0,5,,False,282135,10000,1.563593864440918
10,75.0,33,50.0,5,,False,361305,10000,2.137408971786499
11,12.5,6,50.0,5,"{1, 2, 4, 7, 8}",True,16,1,0.0
11,25.0,13,50.0,5,"{0, 2, 3, 4, 7}",True,23,1,0.0
11,50.0,27,50.0,5,,False,316039,10000,1.7270622253417969
11,75.0,41,50.0,5,,False,406054,10000,2.2941582202911377
12,12.5,8,50.0,6,"{0, 1, 2, 4, 7, 11}",True,20,1,0.0
12,25.0,16,50.0,6,,False,52,2,0.0
12,50.0,33,50.0,6,,False,392377,10000,2.5301458835601807
12,75.0,49,50.0,6,,False,505836,10000,2.372286558151245
13,12.5,9,50.0,6,,False,19,1,0.0
13,25.0,19,50.0,6,"{1, 2, 3, 4, 8, 11}",True,31,1,0.0
13,50.0,39,50.0,6,,False,420965,10000,2.5875942707061768
13,75.0,58,50.0,6,,False,551964,10000,3.098849296569824
14,12.5,11,50.0,7,,False,23,1,0.0015063285827636719
14,25.0,22,50.0,7,"{1, 2, 3, 8, 10, 11, 13}",True,304,9,0.0019981861114501953
14,50.0,45,50.0,7,,False,508556,10000,3.0325725078582764
14,75.0,68,50.0,7,,False,672640,10000,3.3100552558898926
15,12.5,13,50.0,7,"{1, 3, 4, 5, 8, 10, 11}",True,27,1,0.0
15,25.0,26,50.0,7,,False,359148,10000,2.185068368911743
15,50.0,52,50.0,7,,False,541936,10000,2.6972124576568604
15,75.0,78,50.0,7,,False,726110,10000,3.579979181289673
16,12.5,15,50.0,8,,False,57,2,0.0
16,25.0,30,50.0,8,,False,426035,10000,2.629002094268799
16,50.0,60,50.0,8,,False,640586,10000,3.172088861465454
16,75.0,90,50.0,8,,False,859743,10000,4.226266145706177
17,12.5,17,50.0,8,,False,31,1,0.0010073184967041016
17,25.0,34,50.0,8,,False,449699,10000,2.6756818294525146
17,50.0,68,50.0,8,,False,686621,10000,4.106442451477051
17,75.0,102,50.0,8,,False,926136,10000,4.730594158172607
18,12.5,19,50.0,9,,False,35,1,0.0010051727294921875
18,25.0,38,50.0,9,,False,508209,10000,3.6417763233184814
18,50.0,76,50.0,9,,False,792729,10000,4.097593069076538
18,75.0,114,50.0,9,,False,1065308,10000,5.0449137687683105
19,12.5,21,50.0,9,"{0, 5, 6, 7, 9, 14, 15, 16, 17}",True,301,8,0.003020048141479492
19,25.0,42,50.0,9,,False,532575,10000,3.0598654747009277
