num_vertices,edge_percentage,num_edges,k_percentage,k,vertex_cover,is_vertex_cover,num_operations,num_solutions_tested,time
4,12.5,0,75.0,3,,False,0,1,0.0
4,25.0,1,75.0,3,,False,3,1,0.0
4,50.0,3,75.0,3,,False,7,1,0.0
4,75.0,4,75.0,3,,False,8,1,0.0
5,12.5,1,75.0,3,,False,3,1,0.0
5,25.0,2,75.0,3,,False,6,1,0.0
5,50.0,5,75.0,3,"{0, 2, 3}",True,11,1,0.0
5,75.0,7,75.0,3,"{0, 1, 4}",True,25,2,0.0
6,12.5,1,75.0,4,,False,3,1,0.0
6,25.0,3,75.0,4,,False,7,1,0.0
6,50.0,7,75.0,4,"{0, 1, 2, 5}",True,15,1,0.0
6,75.0,11,75.0,4,"{0, 1, 2, 5}",True,37,2,0.0
7,12.5,2,75.0,5,,False,6,1,0.0
7,25.0,5,75.0,5,,False,13,1,0.0
7,50.0,10,75.0,5,,False,18,1,0.0005395412445068359
7,75.0,15,75.0,5,"{1, 2, 3, 4, 5}",True,25,1,0.0
8,12.5,3,75.0,6,,False,7,1,0.0
8,25.0,7,75.0,6,,False,15,1,0.0
8,50.0,14,75.0,6,"{1, 2, 3, 5, 6, 7}",True,26,1,0.0
8,75.0,21,75.0,6,"{0, 1, 2, 3, 4, 7}",True,129,4,0.0
9,12.5,4,75.0,6,,False,10,1,0.0
9,25.0,9,75.0,6,,False,19,1,0.0
9,50.0,18,75.0,6,"{0, 1, 2, 3, 4, 7}",True,30,1,0.0
9,75.0,27,75.0,6,,False,370552,10000,1.3750193119049072
10,12.5,5,75.0,7,,False,13,1,0.0
10,25.0,11,75.0,7,,False,21,1,0.0
10,50.0,22,75.0,7,,False,68,2,0.0010373592376708984
10,75.0,33,75.0,7,"{0, 2, 3, 4, 6, 7, 8}",True,1131,25,0.003580331802368164
11,12.5,6,75.0,8,,False,14,1,0.0
11,25.0,13,75.0,8,,False,23,1,0.0009999275207519531
11,50.0,27,75.0,8,"{0, 1, 2, 3, 4, 5, 6, 10}",True,43,1,0.0
11,75.0,41,75.0,8,"{1, 2, 3, 4, 6, 7, 8, 9}",True,222,4,0.0010030269622802734
12,12.5,8,75.0,9,,False,20,1,0.0
12,25.0,16,75.0,9,,False,30,1,0.0
12,50.0,33,75.0,9,"{1, 2, 3, 4, 5, 6, 9, 10, 11}",True,101,2,0.0
12,75.0,49,75.0,9,"{1, 2, 3, 4, 7, 8, 9, 10, 11}",True,260,4,0.0009789466857910156
13,12.5,9,75.0,9,,False,19,1,0.0
13,25.0,19,75.0,9,,False,35,1,0.0009961128234863281
13,50.0,39,75.0,9,"{1, 2, 3, 4, 8, 9, 10, 11, 12}",True,57,1,0.0
13,75.0,58,75.0,9,,False,722141,10000,2.5968668460845947
14,12.5,11,75.0,10,,False,23,1,0.0015387535095214844
14,25.0,22,75.0,10,,False,38,1,0.0
14,50.0,45,75.0,10,"{1, 2, 3, 6, 7, 8, 10, 11, 12, 13}",True,127,2,0.0010385513305664062
14,75.0,68,75.0,10,,False,842723,10000,3.185415267944336
15,12.5,13,75.0,11,,False,29,1,0.0
15,25.0,26,75.0,11,,False,46,1,0.0
15,50.0,52,75.0,11,"{0, 1, 3, 4, 6, 7, 9, 10, 11, 13, 14}",True,363,5,0.0009601116180419922
15,75.0,78,75.0,11,"{1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14}",True,12661,131,0.044977664947509766
16,12.5,15,75.0,12,,False,27,1,0.0
16,25.0,30,75.0,12,,False,52,1,0.0
16,50.0,60,75.0,12,"{0, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14}",True,829,10,0.002510547637939453
16,75.0,90,75.0,12,,False,1102204,10000,4.103055238723755
17,12.5,17,75.0,12,,False,33,1,0.0
17,25.0,34,75.0,12,,False,54,1,0.0
17,50.0,68,75.0,12,"{0, 1, 2, 3, 6, 7, 9, 11, 12, 13, 14, 16}",True,2916,33,0.01208639144897461
17,75.0,102,75.0,12,,False,1197000,10000,4.5371599197387695
18,12.5,19,75.0,13,,False,35,1,0.0
18,25.0,38,75.0,13,,False,62,1,0.0010051727294921875
18,50.0,76,75.0,13,"{0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 17}",True,302,3,0.0009944438934326172
18,75.0,114,75.0,13,,False,1335946,10000,4.998167514801025
19,12.5,21,75.0,14,,False,41,1,0.0
19,25.0,42,75.0,14,"{2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 16, 17, 18}",True,70,1,0.0
19,50.0,85,75.0,14,"{0, 1, 2, 3, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16}",True,113,1,0.0010318756103515625
19,75.0,128,75.0,14,,False,1494802,10000,5.820037603378296
20,12.5,23,75.0,15,,False,45,1,0.0
20,25.0,47,75.0,15,,False,75,1,0.0
20,50.0,95,75.0,15,"{0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 16, 19}",True,125,1,0.0
20,75.0,142,75.0,15,,False,1657441,10000,6.542364835739136
21,12.5,26,75.0,15,,False,50,1,0.0
21,25.0,52,75.0,15,,False,239,3,0.0010056495666503906
21,50.0,105,75.0,15,,False,1301829,10000,5.339810848236084
21,75.0,157,75.0,15,,False,1770812,10000,6.825093030929565
22,12.5,28,75.0,16,,False,56,1,0.0
22,25.0,57,75.0,16,"{0, 2, 3, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21}",True,89,1,0.0010347366333007812
