num_vertices,edge_percentage,num_edges,k_percentage,k,vertex_cover,is_vertex_cover,num_operations,num_solutions_tested,time
4,12.5,0,50.0,2,set(),True,0,1,0.0010056495666503906
4,25.0,1,50.0,2,{1},True,3,2,0.0
4,50.0,3,50.0,2,"{1, 2}",True,7,2,0.0
4,75.0,4,50.0,2,"{1, 2}",True,8,2,0.0
5,12.5,1,50.0,2,{2},True,3,2,0.0
5,25.0,2,50.0,2,{1},True,4,2,0.0
5,50.0,5,50.0,2,,False,7,2,0.0009984970092773438
5,75.0,7,50.0,2,,False,8,2,0.0
6,12.5,1,50.0,3,{2},True,3,2,0.0
6,25.0,3,50.0,3,"{1, 2}",True,7,3,0.0
6,50.0,7,50.0,3,,False,12,3,0.0
6,75.0,11,50.0,3,,False,16,3,0.0
7,12.5,2,50.0,3,{5},True,4,2,0.0
7,25.0,5,50.0,3,"{1, 2, 3}",True,11,3,0.0
7,50.0,10,50.0,3,,False,15,3,0.0010023117065429688
7,75.0,15,50.0,3,,False,17,3,0.0
8,12.5,3,50.0,4,"{2, 7}",True,7,3,0.0
8,25.0,7,50.0,4,"{1, 3, 4, 6}",True,15,4,0.0
8,50.0,14,50.0,4,,False,20,4,0.0
8,75.0,21,50.0,4,,False,25,4,0.0
9,12.5,4,50.0,4,"{2, 3, 4, 6}",True,12,4,0.0
9,25.0,9,50.0,4,,False,15,4,0.0
9,50.0,18,50.0,4,,False,24,4,0.0
9,75.0,27,50.0,4,,False,27,4,0.0
10,12.5,5,50.0,5,"{8, 2, 3, 7}",True,13,5,0.0009603500366210938
10,25.0,11,50.0,5,"{0, 2, 3, 4, 6}",True,21,5,0.0
10,50.0,22,50.0,5,,False,28,5,0.0009999275207519531
10,75.0,33,50.0,5,,False,34,5,0.0
11,12.5,6,50.0,5,"{0, 1, 2, 4, 6}",True,16,5,0.0
11,25.0,13,50.0,5,"{0, 2, 3, 4, 6}",True,23,5,0.0
11,50.0,27,50.0,5,,False,29,5,0.0015087127685546875
11,75.0,41,50.0,5,,False,40,5,0.0
