num_vertices,edge_percentage,num_edges,k_percentage,k,vertex_cover,is_vertex_cover,num_operations,num_solutions_tested,time
4,12.5,0,75.0,3,,False,0,1,0.0
4,25.0,1,75.0,3,,False,3,2,0.0
4,50.0,3,75.0,3,"{0, 2, 3}",True,9,3,5.745887756347656e-05
4,75.0,4,75.0,3,,False,8,3,0.0
5,12.5,1,75.0,3,,False,3,2,0.0
5,25.0,2,75.0,3,,False,4,2,0.0
5,50.0,5,75.0,3,"{0, 2, 3}",True,11,3,0.0
5,75.0,7,75.0,3,,False,12,3,0.0
6,12.5,1,75.0,4,,False,3,2,0.0
6,25.0,3,75.0,4,,False,7,3,0.0
6,50.0,7,75.0,4,,False,13,4,0.0
6,75.0,11,75.0,4,"{1, 2, 4, 5}",True,19,4,0.0
7,12.5,2,75.0,5,,False,6,3,0.0
7,25.0,5,75.0,5,,False,11,4,0.0
7,50.0,10,75.0,5,"{1, 2, 4, 5, 6}",True,20,5,0.0
7,75.0,15,75.0,5,"{1, 2, 3, 4, 5}",True,25,5,0.0
8,12.5,3,75.0,6,,False,9,4,0.0
8,25.0,7,75.0,6,,False,15,5,0.0
8,50.0,14,75.0,6,"{1, 2, 3, 4, 5, 7}",True,26,6,0.0
8,75.0,21,75.0,6,,False,32,6,0.0
9,12.5,4,75.0,6,,False,10,4,0.0
9,25.0,9,75.0,6,,False,17,5,0.0
9,50.0,18,75.0,6,,False,29,6,0.003573179244995117
9,75.0,27,75.0,6,,False,38,6,0.0
10,12.5,5,75.0,7,,False,13,5,0.0
10,25.0,11,75.0,7,,False,23,7,0.0
10,50.0,22,75.0,7,,False,34,7,0.0
10,75.0,33,75.0,7,,False,45,7,0.0
11,12.5,6,75.0,8,,False,14,5,0.0010001659393310547
11,25.0,13,75.0,8,,False,23,6,0.0
11,50.0,27,75.0,8,"{0, 2, 3, 4, 7, 8, 9, 10}",True,43,8,0.0
11,75.0,41,75.0,8,,False,56,8,0.0
12,12.5,8,75.0,9,,False,18,6,0.0
12,25.0,16,75.0,9,,False,32,9,0.0
12,50.0,33,75.0,9,"{0, 2, 3, 4, 6, 7, 8, 10, 11}",True,51,9,0.001004934310913086
12,75.0,49,75.0,9,,False,65,9,0.0
13,12.5,9,75.0,9,,False,17,5,0.0
13,25.0,19,75.0,9,,False,33,8,0.0
13,50.0,39,75.0,9,,False,56,9,0.0
13,75.0,58,75.0,9,,False,71,9,0.0
14,12.5,11,75.0,10,,False,23,7,0.0
14,25.0,22,75.0,10,,False,38,9,0.0
14,50.0,45,75.0,10,"{1, 3, 4, 6, 7, 8, 9, 10, 11, 13}",True,65,10,0.0
14,75.0,68,75.0,10,,False,85,10,0.0
15,12.5,13,75.0,11,,False,27,8,0.0
15,25.0,26,75.0,11,"{0, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14}",True,48,11,0.0
15,50.0,52,75.0,11,,False,70,11,0.0030362606048583984
15,75.0,78,75.0,11,,False,97,11,0.0
16,12.5,15,75.0,12,,False,27,7,0.0
16,25.0,30,75.0,12,,False,52,12,0.0
16,50.0,60,75.0,12,"{0, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14}",True,84,12,0.0
16,75.0,90,75.0,12,,False,111,12,0.0010056495666503906
17,12.5,17,75.0,12,,False,33,9,0.0
17,25.0,34,75.0,12,"{3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16}",True,58,12,0.0009999275207519531
17,50.0,68,75.0,12,,False,87,12,0.0
17,75.0,102,75.0,12,,False,121,12,0.0009982585906982422
18,12.5,19,75.0,13,,False,39,11,0.0
18,25.0,38,75.0,13,"{0, 2, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16}",True,64,13,0.0
18,50.0,76,75.0,13,,False,101,13,0.0
18,75.0,114,75.0,13,,False,132,13,0.001111745834350586
19,12.5,21,75.0,14,,False,41,11,0.00040268898010253906
19,25.0,42,75.0,14,,False,68,14,0.0005042552947998047
19,50.0,85,75.0,14,,False,110,14,0.0
19,75.0,128,75.0,14,,False,149,14,0.0010042190551757812
20,12.5,23,75.0,15,,False,47,13,0.0
20,25.0,47,75.0,15,,False,75,15,0.001001119613647461
20,50.0,95,75.0,15,,False,120,15,0.001024484634399414
20,75.0,142,75.0,15,,False,170,15,0.000978708267211914
21,12.5,26,75.0,15,,False,48,12,0.0009870529174804688
21,25.0,52,75.0,15,"{0, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 17, 19, 20}",True,82,15,0.0
21,50.0,105,75.0,15,,False,128,15,0.0
21,75.0,157,75.0,15,,False,178,15,0.0
